Name,X,Y,Z
Akbulun,-47.00,1.09,80.16
Aken,17.72,98.91,119.41
Akena Buj,-129.91,68.00,55.63
Akenata,-18.78,115.69,85.06
Akenates,155.25,-182.16,39.25
Aker,89.50,-103.06,116.63
Akeretia,-17.56,84.63,105.03
Akha Kacha,77.31,70.50,77.06
Akhabakti,24.31,-157.19,-51.69
Akheilos,-36.16,69.63,13.22
Akhenaten,-53.38,7.84,-40.38
Akhvaroua,164.44,-116.28,-19.59
Akhvathaang,37.47,81.69,-43.22
Akkadia,-1.75,-33.91,-32.97
Aknandan,-1.19,76.31,122.34
Aknango,-155.41,30.00,-76.44
Aknara,147.69,14.91,-33.50
Aknata,-88.81,-26.41,108.84
Akondaluk,161.06,-57.81,25.84
Akondos,98.22,-181.19,-21.63
Akonito,-86.63,1.22,-79.47
Akonome,29.94,117.97,95.00
Aktzin,-51.78,23.94,-29.41
Aku,53.81,29.50,67.41
Akua,18.94,80.38,118.41
Akualanu,63.78,-128.50,3.00
Akuapem,8.28,-157.50,-76.47
Akuariks,126.53,-63.50,-62.19
Akuni,-78.34,20.41,-66.25
Akunta,117.66,-202.06,-0.78
Akuntsu,155.31,2.94,4.88
Al Mina,14.44,43.78,-13.25
Al-Qaum,-8.03,-13.97,-69.69
Alacagui,63.66,-119.00,17.06
Alacarakmo,-32.41,169.53,-49.44
Alacha,80.25,-220.72,55.63
Alads,-136.72,-68.16,-34.19
Aladshes,-121.22,-24.84,-117.97
Alag,-141.81,95.03,13.97
Alanaribri,-32.84,-75.56,-94.06
Alani,-9.56,39.69,81.91
Alano,84.22,-49.56,30.03
Alanto,-128.00,44.91,144.41
Alaw,-30.69,69.97,100.16
Alawaiteri,139.09,34.53,24.13
Alawannaq,-125.53,36.47,21.84
Alawongli,-34.44,-57.25,47.50
Albali,-110.59,-105.84,140.44
Albangage,82.38,25.94,25.81
Albangait,96.78,-63.63,20.72
Albango,24.09,-76.75,105.59
Albardhas,-39.88,-103.47,112.13
Albarib,96.44,-0.66,25.56
Albassapic,130.16,-65.19,83.50
Albast,-40.56,-65.97,-21.03
Albicevci,65.88,-11.50,42.91
Albienses,125.50,-107.63,88.22
Albieteroo,107.50,68.47,45.88
Albisaki,68.22,-0.06,117.97
Albisiyatae,45.75,-157.06,-77.38
Alcha,-106.78,-83.88,-7.06
Alchera,-103.56,-139.19,50.69
Alchita,36.22,29.28,14.22
Alcor,-36.00,71.78,-15.13
Alderamin,-47.50,7.84,-9.47
Alectrona,14.53,-52.47,2.56
Aleumoxii,35.09,80.28,-73.41
Aleut,-136.38,-68.41,6.78
Aleuta,136.78,63.31,65.84
Aleutes,4.56,148.09,-54.25
Alexandrinus,-82.94,-13.53,-63.81
Alexis Centauri,-41.16,23.44,-108.25
Alfheim,26.97,94.94,-22.88
Algieba,45.06,106.78,-59.09
Algol,-45.75,-23.13,-77.41
Algorab,54.19,62.31,26.91
Algreit,-8.31,-11.78,53.28
Alhena,32.06,9.59,-104.06
Alicarl,33.28,95.38,3.03
Alicha,-86.63,53.09,97.53
Alichi,-9.44,37.16,147.31
Alichs,37.53,-144.94,87.47
Alici,-86.84,-87.97,56.84
Alignak,-75.03,54.53,6.75
Alina,152.53,-90.78,-20.88
Aling,19.25,-162.66,38.00
Alino,-0.41,-33.16,87.72
Alint Hozho,36.31,-129.63,134.06
Alintun,-78.94,110.81,-36.06
Alioth,-33.66,72.47,-20.66
Alit,39.84,-78.56,-35.97
Alkabalavs,144.53,-160.59,-72.16
Alkadjar,34.75,-17.19,164.28
Alkaid,-42.72,94.47,-7.34
Alkalurops,-58.69,100.22,33.84
Alkh,17.13,76.91,-61.31
Alklhaluana,-10.47,61.66,-150.28
Alkondra,0.03,17.56,-144.53
Alkondu,90.75,-21.66,-174.13
Alkondul,-79.16,58.16,-144.69
Alkundan,-52.13,41.78,122.50
Alkunn,58.84,126.56,32.59
Alkupai,-80.88,105.66,-71.16
Alkurhah,-96.75,13.22,-28.53
Alkuylkanam,-58.59,82.63,65.84
Alkuylkano,144.44,7.16,18.88
Alkuyuma,77.59,5.69,-34.97
Allechs,121.66,-5.59,58.63
Allentiac,58.09,-186.06,11.78
Alles,169.63,-56.09,27.97
Allo,-166.41,-23.88,-38.38
Allobo,89.31,-7.66,60.44
Allobog,-92.94,-38.06,121.03
Allocadros,44.78,11.59,69.88
Allocassa,102.88,58.25,-106.16
Allovana,125.25,-102.53,40.53
Allovaste,96.50,-64.78,-52.97
Allowa,-67.13,21.22,80.41
Allowair,-80.75,-3.50,55.56
Allowini,-43.34,4.03,-126.69
Almad,97.88,-116.75,-31.97
Almana,-95.63,71.00,55.13
Almar,-44.66,-86.56,13.03
Almas,30.84,-117.66,79.69
Almasci,200.28,-177.16,21.53
Almudja,70.59,55.38,-16.63
Almudjara,40.16,-194.91,-6.97
Almudji,104.13,-67.25,58.66
Almudjing,8.84,81.47,116.38
Alnair,10.41,-80.75,59.78
Alourok,-128.38,-2.84,130.25
Alouroua,41.69,-208.47,6.91
Alourovices,172.53,-184.13,87.03
Alowali,139.94,60.69,39.75
Alowis,-28.63,24.88,116.34
Alpha Caeli,45.22,-43.34,-20.13
Alpha Centauri,3.03,-0.09,3.16
Alpha Chamaelontis,55.66,-23.75,20.22
Alpha Cygni,-1405.00,46.13,132.50
Alpha Fornacis,16.94,-39.63,-17.31
Alpha Octantis,81.72,-79.50,84.63
Alpha Reticuli,120.47,-107.38,8.66
Alpha Tucanae,65.88,-149.50,114.91
Alpha Volantis,118.59,-28.28,27.19
Alphard,138.84,88.47,-73.50
Alpheus,2.03,-56.38,56.22
Alrai,-38.72,12.31,-21.63
Alrai Sector CL-Y d83,-105.13,37.94,70.78
Alrai Sector KH-V B2-1,-44.94,-4.66,60.81
ALS 16791,29.13,-52.03,86.69
Altair,-12.31,-2.75,11.00
Altais,-88.63,38.09,-13.66
Altani,114.13,-115.72,-62.03
Altauluwa,160.25,-77.09,76.84
Aluremowo,66.03,-146.09,120.16
Aluriates,144.59,-176.19,50.72
Aluroua,26.91,-73.97,154.84
Aluru,-41.09,-34.63,-129.19
Alya,-77.28,-57.44,30.53
Alyuta,5.63,-171.22,-28.84
Alyuto,-47.25,71.00,-15.84
Amadioha,6.56,60.38,-80.31
Amahibuhcha,95.66,-120.56,102.38
Amahine,22.66,105.91,-87.88
Amahinohara,83.16,-9.97,-141.00
Amahu,-30.41,39.44,77.31
Amahuaca,-16.88,-181.84,66.78
Amahumasi,155.38,-40.59,66.06
Amahutii,-111.03,-117.47,37.19
Amairii,-92.38,10.78,61.97
Amait,27.16,-13.69,-67.50
Amaitsa,-78.72,-65.16,85.63
Amala,-49.06,69.94,84.34
Amalangkan,66.31,24.19,43.31
Aman Zaihe,105.94,-255.94,17.28
Amanaye,-107.13,-121.13,-21.75
Amanellos,116.97,-32.38,116.72
Amaneque,67.47,6.94,87.09
Amang Tzu,-58.16,119.00,20.72
Amanii,-81.00,-64.81,120.00
Amantai,-93.19,19.84,-119.41
Amaragua,-93.81,-20.34,-81.75
Amarak,-68.44,26.00,26.47
Amarakaeri,-4.63,37.00,135.66
Amaram,-81.16,77.09,127.28
Amariba,-123.25,43.19,80.56
Amarigeni,100.63,-93.22,72.81
Amarishvaru,102.97,-16.50,-44.63
Amaterasu,51.22,-15.28,-14.50
Amatyerus,-93.38,-123.88,-77.28
Amaucae,64.84,-83.28,-71.91
Amauci,67.94,-129.03,-91.69
Amaunet,-35.28,-58.41,-101.38
Ambare,-44.53,-164.88,-41.84
Amber,-36.19,77.31,-32.53
Ambiabar,82.00,-151.50,30.19
Ambians,51.25,80.78,-135.81
Ambibarii,-124.47,-105.09,-22.09
Ambibates,25.59,-39.28,52.16
Ambibeb,94.34,-11.75,-43.94
Ambibio,128.88,91.75,7.66
Ambika,90.75,140.25,69.38
Ambikul,-59.91,-60.75,-94.94
Ambiliates,97.03,-97.50,81.97
Ambiri,-43.91,22.34,71.97
Ambirikar,57.88,-95.13,-53.25
Ambishas,-40.38,53.97,111.78
Ambivas,6.66,-100.16,50.59
Ambo,134.50,-116.56,48.41
Amemait,154.25,-17.34,-77.88
Amemakarna,-24.13,55.75,-142.06
Amemasa,28.59,-44.31,115.84
Amementi,62.97,27.69,107.16
Amemets,87.91,-81.56,-30.81
Amen Hozho,-62.22,117.66,-68.72
Amenhit,-17.47,-99.50,140.66
Amenhotep,-78.75,-141.91,61.78
Amenili,115.72,-181.16,89.69
Amenni,53.94,44.66,56.91
Amenniya,-50.25,-43.75,-72.09
Ameno,127.72,-132.72,60.00
Amenta,140.09,-107.06,22.38
Amente,64.19,-62.81,76.91
Amentsura,24.94,-179.00,88.66
Amicus,-51.19,165.06,-16.75
Amijangal,79.25,37.56,56.56
Amijara,-38.28,-21.50,-124.09
Amis,20.50,-22.31,-122.81
Amisi,-40.91,-19.84,-118.63
Amit,0.75,-0.91,145.31
Amitabha,124.09,14.25,-146.16
Amitae,171.06,11.19,72.78
Amitrebes,-24.81,-199.03,-0.56
Amitrimpanu,19.94,-111.19,-91.63
Amitrite,99.88,-110.34,-6.25
Ammaiamh,20.16,48.97,146.03
Ammapa,-115.25,58.13,-43.28
Ammapatha,56.63,-1.44,-139.53
Ammata,102.19,35.94,-118.63
Ammatch,110.34,-124.41,25.31
Ammatis,16.19,22.28,108.38
Amo,3.66,-80.81,42.88
Amphiloci,-102.75,-41.03,-88.22
Amphisatsu,67.38,-72.31,21.78
Amsitia,19.44,-170.53,-0.28
Amun,51.56,32.19,-27.13
Amuza,71.19,-88.19,96.13
Amuzgo,146.41,-4.94,-16.28
Amy-Charlotte,-41.03,41.97,-99.06
AN Sextantis,17.72,16.84,-7.81
Anagori,30.66,-14.91,173.47
Anagorovici,13.31,-15.78,170.03
Anagototo,58.13,-18.81,-42.31
Anahit,75.34,-138.94,33.44
Anaia,90.38,-213.78,-38.06
Anaiwan,97.06,-219.97,-31.41
Anali,-75.56,-15.94,80.00
Anana,9.66,-42.00,163.16
Ananda,88.66,-99.53,156.47
Anandariti,153.69,90.59,-45.03
Anandilla,100.41,35.38,61.13
Anandini,-129.25,-24.81,12.94
Anani,29.69,105.09,-130.63
Ananke,4.41,7.16,57.56
Anantet,119.34,13.19,9.38
Anapel,131.00,48.69,34.34
Anapi,-131.44,-13.84,33.22
Anapos,-53.56,41.91,41.75
Anapoya,56.75,75.25,-64.75
Anareldt,56.50,-20.75,116.94
Anari,81.88,-56.50,105.66
Anarina,101.75,-64.13,89.72
Anarkusuga,124.13,90.44,-99.94
Anartoi,58.72,-172.31,152.56
Anaruwa,55.91,31.81,88.34
Anat,87.41,79.13,110.06
Anatahen,124.31,78.09,-78.88
Anates,-69.84,21.91,132.56
Anayali,2.53,-67.81,71.72
Anaye,123.94,-167.44,48.66
Anayicates,113.03,-90.50,50.81
Anayol,-30.84,103.75,-7.13
Anca,-14.72,-138.00,-57.38
Ancalufon,106.88,43.09,72.00
Ancanec,12.78,-58.50,-97.00
Ancate,7.81,-155.69,43.19
Ancento,-104.88,-73.97,50.72
Ancermoten,-73.94,-72.22,-129.75
Ancha,-99.91,-141.56,71.59
Andana,-39.13,66.44,100.06
Andancan,-75.00,43.00,-63.00
Andarici,140.13,-94.63,46.50
Andavandul,90.69,6.19,-83.09
Andbephi,-0.88,97.00,-57.81
Andceeth,70.78,-19.78,-8.28
Ande,109.41,-140.44,-26.91
Andecavi,39.84,42.16,-125.34
Andel,75.22,18.84,-48.34
Andenwi,140.84,-184.97,17.88
Andere,-63.22,57.63,-16.00
Andhan,85.69,-96.66,83.66
Andhantja,-139.75,-34.81,123.81
Andharas,149.41,22.25,-44.53
Andharib,88.78,-104.97,116.03
Andharveti,-82.03,19.34,137.34
Andhi,43.84,-93.50,-55.16
Andhrimi,10.38,-54.41,18.69
Andijin,-46.81,81.00,76.91
Andine,45.00,129.47,-51.97
Andje,25.34,-33.75,-84.63
Andjeri,-100.09,27.19,-54.44
Andlit,-99.16,14.19,6.53
Andoe,-33.34,1.06,-26.41
Andonnus,165.88,-69.16,54.47
Andoque,136.50,-166.56,-3.44
Andowa,146.25,68.56,18.41
Andowathaku,27.25,-74.50,-19.06
Andowatye,1.84,-10.09,94.19
Andr,86.13,-112.41,-43.09
Andra,25.00,137.78,-43.38
Andracanike,9.06,62.88,159.75
Andracottii,-23.03,-136.94,-37.63
Andriani,161.91,-158.84,114.59
Andrungarri,-70.75,-10.03,139.50
Anduliga,124.63,2.50,61.25
Andvaris,-41.56,42.19,117.00
Andvarites,38.34,7.88,86.66
Andvaroges,-80.28,-15.19,-80.03
Ane,126.56,-168.34,-44.81
Anedjet,-102.63,98.00,-2.84
Anedjete,-50.03,-105.56,41.88
Anek Wang,77.34,78.22,49.72
Anek Wango,93.72,-51.03,-3.06
Anekaliti,18.25,-39.09,36.94
Anekpenges,-89.97,17.94,-117.28
Anemoi,-61.38,22.25,1.56
Aneti,127.88,56.25,-39.63
Anetiman,156.63,-155.00,51.66
Anets,-3.16,-168.44,49.00
Anezgan,-88.59,10.41,-71.28
Angakutasa,-90.94,-87.81,-100.16
Angalkuq,-121.81,104.47,-64.38
Angalufon,-20.81,-177.94,85.38
Angaluk,48.81,-95.06,-86.22
Anganaha,58.00,-130.84,-27.31
Angandracab,124.19,-59.94,31.19
Angardh,178.91,-165.91,64.38
Angatic,-64.44,-144.16,40.03
Angawal,-47.00,-40.66,-85.56
Angawu Lin,-120.91,71.09,37.22
Angelaga,-10.94,25.75,-92.75
Angen,84.69,123.03,-47.22
Anges,6.25,-14.81,-141.50
Angetenar,40.09,-164.31,-79.59
Angi,62.00,-68.97,36.38
Anginti,160.97,36.44,-36.19
Angirasa,71.63,44.22,140.13
Anglii,10.31,36.31,-60.22
Angokomu,76.25,-244.50,65.25
Angra,22.63,-71.56,-64.91
Angrboldoga,-118.50,87.53,8.66
Angrbole,-9.91,-193.94,93.56
Angrbon,89.94,-188.34,115.97
Angrbonii,61.66,-42.44,53.59
Angua,137.81,48.72,17.56
Angui,28.34,60.59,-149.44
Angurongo,72.69,-159.38,31.28
Anhualm,94.56,-182.03,67.56
Anhuanga,142.50,-98.16,3.66
Anhurs,114.81,-178.78,73.06
Anima,57.66,-61.19,-36.53
Anindari,18.09,42.53,72.00
Aning,-39.66,-73.09,51.31
Aningan,-106.81,16.25,-107.22
Aninohanu,17.13,-75.13,7.09
Aninohini,-119.63,10.38,-32.38
Anja,57.09,-176.75,-61.94
Anjana,27.84,100.31,121.16
Anka,41.78,-4.72,-103.78
Ankarawai,91.88,-241.72,63.13
Ankata,156.09,-3.19,25.25
Ankayo,78.50,-207.41,80.97
Ankou,95.19,-90.50,14.66
Anlave,-25.38,1.13,-20.84
Anmaia,83.16,-96.97,139.50
Anmatyerre,64.56,-20.75,-13.53
Anna Perenna,29.53,29.34,-42.00
Annar,19.97,-132.94,53.56
Annarr,-13.63,-78.63,50.53
Annarthia,41.50,-252.25,37.63
Annwn,75.06,-135.47,19.84
Anociti,26.97,-39.03,116.50
Anotand,-154.84,10.31,47.81
Anotchadiae,72.44,69.56,58.41
Anotche,88.59,76.59,-53.34
Anotchi,143.56,-203.41,120.59
Anototo,172.75,-21.03,-58.91
Anotribe,25.44,-159.06,-81.88
Anouke,173.25,-77.59,86.13
Anoukh,176.84,-138.97,45.16
Anoukha,-22.53,80.78,149.53
Anoumis,-124.22,102.91,16.47
Anouphis,-97.53,1.50,46.88
Ansari,-84.50,37.59,-44.72
Ansuz,61.91,5.97,54.53
Antai,94.94,-44.66,-16.09
Antal,-142.50,-91.38,-66.03
Antan,120.47,-155.97,37.50
Antanasata,-183.84,-55.22,38.78
Antani,89.63,-205.84,50.91
Antanoai,29.78,-241.91,56.19
Antanyamai,-103.88,0.19,83.19
Anteradabal,58.66,119.81,-118.09
Antevorta,43.19,39.31,1.53
Antiang,107.59,-205.25,24.69
Anticulosk,-22.16,-63.41,95.81
Antikiriya,168.63,-159.75,36.63
Antilope,-89.53,-27.63,20.81
Antinica,64.50,62.31,-12.63
Antliae Sector BQ-Y c3,159.09,88.91,-1.09
Antliae Sector FG-Y c17,140.19,11.94,6.91
Antliae Sector UZ-P b5-2,139.59,58.03,79.69
Antobri,-57.59,23.47,-74.75
Antove Den,55.19,-73.63,-48.34
Antovii,-41.03,-132.03,39.59
Anu,-64.66,-19.09,-19.63
Anukam,82.13,-4.84,1.19
Anukan,104.66,-52.78,-23.38
Anukas,148.44,50.16,-7.38
Anukh,-17.25,139.91,-4.97
Anukul,4.50,100.44,84.25
Anum,143.00,-90.94,-18.81
Anuma,37.66,-59.72,118.72
Anumalan,-75.81,-68.59,-10.47
Anumanas,150.59,-223.09,56.94
Anumclaw,89.00,-39.56,-72.22
Anurinjung,-3.88,-132.31,60.09
Anuron,-42.19,-127.22,124.66
Any Kutjara,13.47,-7.19,143.06
Any Minurok,-109.78,-12.06,-124.28
Any Na,125.66,-1.72,14.09
Any Nal,85.34,-232.88,-47.44
Anyama,87.13,-154.31,-77.78
Anyanwu,32.16,23.09,32.19
Anyayahui,156.94,-15.84,30.28
Anyayar,64.84,-158.81,-72.44
Ao,19.75,28.13,43.59
Ao Ch'an,86.22,-124.44,106.13
Ao Guang,0.63,40.03,-21.34
Ao Jung Mu,124.06,-63.63,-47.72
Ao Kach,-112.50,69.72,-109.47
Ao Kang,32.38,18.28,-68.78
Ao Kax,141.47,-21.00,-64.06
Ao Kiang,147.66,23.88,-74.41
Ao Kicho,0.34,-199.94,-40.25
Ao Konbul,68.66,93.00,44.75
Ao Kond,60.97,3.94,116.41
Ao Kou,111.72,-171.50,-51.72
Ao Kuang,-20.25,52.25,-117.25
Ao Qin,-62.91,46.78,1.53
Ao Run,-52.63,-56.28,15.78
Ao Shun,-75.31,22.59,1.09
Aobrigen Nu,140.03,-5.25,52.22
Aobriges,138.63,-60.56,36.22
Aobriguana,103.06,-1.41,-97.41
Aobriguites,-139.91,114.63,18.41
Aobrogii,-67.69,18.81,89.34
Aong,65.06,56.63,131.03
Aonga,-34.47,9.53,-90.88
Aonghus,-5.66,-161.63,105.72
Aongi,5.13,-32.44,-64.81
Aonibozo,-124.44,-60.75,70.94
Aonii,-2.34,-167.03,11.75
Aoniken,128.63,85.66,-58.16
Aonikenk,-88.97,-79.56,-62.34
Aoniu,77.75,-151.84,15.03
Aornum,7.56,-34.91,31.63
Aowica,116.84,-55.84,84.47
Aowicha,-118.06,46.13,-71.53
Aowindui,160.22,-43.06,-7.34
Apach,178.53,-134.38,36.69
Apachan,85.75,-40.34,-125.97
Apachanus,-79.13,-135.09,21.22
Apachi,-25.44,137.00,-96.50
Apacnada,-69.81,-104.13,82.75
Apacnalis,134.09,121.44,21.75
Apadecavi,-5.25,5.59,-117.56
Apademak,-57.81,-13.66,-134.66
Apadipinook,53.69,-66.53,8.84
Apala,-59.56,31.66,-23.31
Apalaina,105.56,-52.38,-80.28
Apalar,-28.31,-77.00,56.00
Apaline,2.59,90.03,-161.75
Apalok,19.88,-101.97,-79.59
Apam Napat,10.09,-90.47,-0.72
Aparctias,25.19,-56.38,22.91
Apathaam,89.03,-102.63,20.88
Apaticultu,38.78,-30.25,-83.66
Apatugans,57.94,-240.84,40.69
Apep,-42.81,46.94,-38.00
Aphra,-68.53,-4.38,60.31
Apiaca,-15.47,-191.53,131.28
Apian Yi,64.63,-102.03,-78.66
Apik,-0.03,-18.22,83.06
Apikuna,20.63,-166.75,123.38
Apinayimas,-19.03,41.34,-102.88
Apino,100.63,-73.34,58.53
Apinouphis,-102.06,12.44,-45.63
Apinyalivun,80.69,12.63,-103.88
Apiru,-46.53,-161.69,-36.22
Apis,186.13,-155.69,85.94
Apishna,45.56,-106.38,-22.09
Apisina,-23.28,78.88,-137.69
Apisni,120.78,-68.91,48.44
Apisnik,-72.94,-8.81,149.94
Apisulfr,103.81,-82.41,82.22
Apollo,-11.22,-27.44,-45.59
Apotanites,102.25,-159.75,188.22
Apotec,-122.97,110.16,-9.38
Apotenile,-22.25,-102.63,-77.88
Apoya,4.91,-107.13,-122.81
Apoyas,84.53,-50.69,26.19
Apoyot,58.88,-5.84,102.09
Apoyota,-33.69,-4.34,61.38
Apsaras,130.28,-223.94,64.34
Apsarillici,-42.69,-159.53,-50.16
Apsarre,42.72,-128.72,112.81
Apsu,10.13,-91.84,51.75
Apterisha,71.47,-96.94,101.63
Apternuteri,-63.66,145.75,13.47
Aptet,-82.09,26.38,59.28
Apteti,-127.59,-91.72,27.25
Apura,41.81,57.34,5.41
Apurarai,-46.94,-77.03,66.66
Apuri,-35.97,-137.31,60.41
Apurineph,-3.69,-164.31,-34.50
Apuris,18.41,-43.16,-149.66
Apurnarsu,53.22,-82.00,-0.69
Apuru,88.38,-154.94,10.59
Apurui,96.22,-75.31,81.44
Apuruk,81.84,-114.56,-50.31
Apurusia,8.47,-172.00,-20.28
Aquixing,30.91,-153.47,-83.56
AR Lacertae,-137.31,-20.19,-14.44
Arabaka,127.13,-47.31,36.66
Arabakti,-18.13,-23.25,85.16
Arabakuala,98.94,83.84,110.16
Arabana,17.63,-188.19,3.50
Arabarente,135.78,-53.56,-22.13
Arabari,-100.31,-0.66,-123.22
Arabayati,59.94,9.56,126.72
Arabela,32.13,-78.75,98.56
Arabh,-73.63,64.47,11.97
Arabha,-138.09,-15.84,37.28
Arabhairiwa,79.16,87.50,114.91
Arabrakale,-99.31,-111.09,-19.66
Arabrigur,-0.50,-149.16,86.97
Arabrini,56.19,-78.56,-52.25
Arabru,85.84,-163.56,87.97
Aracae,-2.94,99.75,96.09
Aracame,42.50,56.53,-103.06
Aracente,90.28,-44.31,54.75
Aracenth,147.13,-207.94,-2.53
Aracenus,111.31,-65.88,68.00
Arachi Szu,60.16,-231.22,5.63
Aracinicnii,70.97,80.19,-11.69
Arakak,41.44,-40.81,-104.75
Arakandza,115.16,-121.25,167.34
Arakang,48.81,3.00,-168.00
Arakapajo,144.34,-73.38,-12.28
Arakates,167.00,-186.56,-44.13
Araki,-179.16,38.53,57.41
Arakwa,97.06,-225.19,-2.69
Arakwibut,-107.41,-59.97,102.16
Araman,160.44,-85.28,37.06
Arambe,-44.53,80.59,54.28
Aramo,123.06,32.28,-143.38
Aramorans,-115.84,60.75,36.81
Aramorians,70.34,32.03,-20.22
Aramu,-101.31,-41.88,34.56
Aramzahd,66.47,-144.47,29.88
Aranadan,-1.19,26.22,159.56
Aranbarahun,78.97,15.63,65.81
Arangorii,19.16,-10.38,15.41
Aranka,-49.41,-44.34,-62.91
Aranner,-52.75,-157.59,1.28
Arannos,97.50,-25.00,-1.34
Arany,-49.22,56.81,83.34
Arapa,119.44,-98.06,-7.09
Arapahoma,-98.03,-34.88,99.53
Arapani,119.84,-208.19,123.81
Arapathaka,114.28,-48.31,18.41
Arapi,60.88,98.78,46.16
Arapipi,100.63,-192.44,54.72
Arara,-97.34,-41.63,-51.94
Arare,28.13,-40.56,30.78
Ararex,113.22,83.34,-102.25
Arasan,195.53,-121.06,84.53
Arasee,109.28,18.22,-31.56
Arasiri,159.69,-156.09,-18.81
Aravaci,41.63,18.41,-78.88
Aravaledi,-31.94,44.66,56.34
Aravuni,135.56,31.69,-69.00
Arawamina,120.16,38.34,-61.69
Arawan,145.81,-5.69,-22.59
Arawas,-151.03,30.13,23.66
Arawegali,-113.34,30.13,107.59
Arawere,-43.72,-101.59,24.91
Arawn,-5.00,-157.25,39.59
Arawot,69.91,-28.88,113.31
Arawotyan,27.91,137.50,-37.03
Arawotyas,-84.56,-114.00,86.97
Arawoyn,-60.22,-43.91,-43.22
Arcturus,-3.53,34.16,12.97
Ardh,99.56,2.47,1.78
Ardhin,-33.25,-4.16,-163.75
Ardhri,-108.34,37.13,-78.97
Ardiaei,-118.09,-50.34,54.09
Ardians,60.16,-80.59,137.84
Ardin,105.41,-224.97,7.41
Ardraj,-125.78,10.31,-8.38
Arebatec,-20.59,49.16,142.19
Arebeghe,160.81,-144.22,38.91
Arebelatja,-63.03,48.25,-122.41
Arecoya,-4.75,-190.06,-18.16
Arek,21.59,61.69,113.09
Areklici,84.75,22.13,-68.53
Arevaci,-161.53,77.88,88.25
Arevakimos,29.44,-64.97,89.69
Arevas,74.72,-40.38,124.13
Arevat,40.66,-204.13,71.69
Arexack,44.97,-80.53,-7.22
Arexe,69.38,38.91,78.06
Argel,111.63,-71.41,126.94
Argen,-23.38,-153.56,31.84
Argeno,-4.50,-15.53,153.28
Argenoi,139.63,-10.94,101.88
Argestes,21.78,-20.16,-58.94
Argetlámh,85.75,-170.69,74.94
Arhul,-39.00,-52.38,119.88
Ari He,-158.09,72.16,1.25
Ari Hesa,-116.94,11.56,46.06
Ariameni,-42.03,35.53,-143.88
Ariatia,-4.06,-130.69,-96.16
Aries Dark Region JC-V d2-40,-100.34,-155.31,-177.22
Aries Dark Region JC-V d2-46,-114.78,-177.88,-176.63
Aries Dark Region JC-V d2-73,-137.00,-174.28,-177.16
Aries Dark Region KC-V d2-77,-42.06,-183.94,-176.06
Arietis Sector DL-Y d102,-101.63,-98.38,-129.63
Arietis Sector DL-Y d81,-76.75,-60.06,-179.75
Arietis Sector FG-Y d68,-72.59,-126.47,-144.19
Arietis Sector FG-Y d89,-81.59,-105.59,-160.19
Arietis Sector GG-Y d79,-53.97,-109.97,-164.59
Arietis Sector GW-W c1-16,-69.41,-77.97,-131.94
Arietis Sector IR-W c1-13,-103.28,-132.16,-130.00
Arietis Sector LC-V c2-18,-39.91,-96.50,-100.22
Ariga,-83.47,-96.41,-23.34
Arige,163.19,-59.72,-14.63
Arigens,1.75,-15.69,69.25
Arikara,106.25,-156.50,43.91
Arikaras,-80.56,-54.34,-63.47
Ariku,104.69,-74.41,131.16
Arikudiil,111.81,-222.94,85.84
Arimavante,55.22,-164.53,95.84
Arimil,-68.28,-30.06,-56.84
Ariminimi,-23.00,6.78,-116.00
Arimpox,-39.91,109.56,10.41
Arinack,11.94,-43.03,-22.91
Arinas,117.13,-182.28,12.22
Arindan,20.38,-45.09,109.53
Arine,-143.69,40.69,-77.50
Arinman,-4.00,77.75,-138.31
Arinna,-50.75,-1.91,-21.75
Aritimi,-64.66,31.06,19.88
Arjung,15.53,-100.19,-87.28
Arkab Posterior,13.63,-56.09,121.09
Arm,-60.53,-100.38,111.06
Armo,69.31,-174.19,66.47
Armod,146.88,23.38,12.06
Armodiang,84.75,-159.22,-25.31
Armotai,59.16,22.53,109.38
Arnais,40.03,21.47,-123.63
Arnaq,62.78,-35.50,-75.56
Arnaqu,-93.72,-34.25,77.66
Arnaqui,-24.03,-56.84,98.63
Arne Naom,-83.78,32.41,13.91
Arnemil,-38.50,-2.88,-67.81
Arnga,-46.19,-105.38,6.56
Arngi,11.72,-72.13,4.78
Arngin,97.50,-114.78,40.38
Arouca,104.97,-6.53,-4.41
Arque,66.50,38.06,61.13
Arro Kop,100.31,38.72,94.06
Arro Na,117.47,19.81,-4.78
Arro Naga,49.38,6.19,33.09
Artemis,14.28,-63.19,-24.88
Arth,36.38,-15.41,32.94
Artha,-168.19,69.56,-7.03
Arthaiyati,117.50,8.06,104.03
Arthel,-23.91,-210.72,8.31
Arthinn,-31.41,120.38,121.03
Arti,144.78,-121.09,-41.75
Artii,-81.41,127.47,-67.22
Artume,-35.22,-42.63,-49.66
Artumes,-10.88,61.56,-40.94
Aruagea,-90.69,32.38,36.72
Aruan,-85.78,-117.78,-1.41
Aruaycuru,143.28,-121.50,-14.25
Arug,30.53,-253.88,52.66
Arugbal,-86.44,-116.16,-65.72
Arugbatz,-123.16,118.66,-63.19
Arugh,124.13,-123.66,6.59
Arugu,79.69,-103.56,77.22
Arugua,96.03,-171.47,36.25
Arugundji,38.78,-120.13,-59.91
Arun,105.25,-46.63,-10.41
Arunab,95.94,-102.03,110.31
Arundji,31.50,71.25,140.56
Arungu,119.66,-135.78,123.63
